3.197776795144391393e-01 3.265304669490534314e-04 0.000000000000000000e+00 -1.020691741917655104e+00 1.507311722060065140e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
-8.543836621130174169e-01 2.370663284624076328e-05 0.000000000000000000e+00 1.574920459656689864e-01 1.658758138246768377e-01 0.000000000000000000e+00 0.21 2.54869165789863 3.02
3.032185609053656417e-01 2.558911250926578645e-04 0.000000000000000000e+00 1.000677363682580534e+00 1.625141943521030363e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
2.110429159099111718e-01 3.302188507998751743e-04 0.000000000000000000e+00 -9.137523255364438102e-02 2.537932037187428769e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
3.391947792064068379e-01 -6.328002801894543061e-04 0.000000000000000000e+00 -1.016646754520553753e+00 1.391978070629314779e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
2.944972704839784461e-01 3.691299068084210461e-04 0.000000000000000000e+00 9.748279412996863069e-01 1.697272004023528069e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
2.135873343313314243e-01 -6.866405123000626949e-04 0.000000000000000000e+00 -1.334586431404000684e-01 2.514155353310205676e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
3.487518017925412273e-01 3.496167718054030843e-04 0.000000000000000000e+00 -1.010311853480630573e+00 1.340368509404837205e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
2.955735742054798054e-01 -1.311048728803937760e-04 0.000000000000000000e+00 9.632744823089218755e-01 1.696829268348133191e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
2.160009938216255754e-01 -8.654199053615427642e-05 0.000000000000000000e+00 -1.242250887980025226e-01 2.494172291351100412e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
3.437370810309690050e-01 4.267406822683296116e-04 0.000000000000000000e+00 -1.000715584420388993e+00 1.376766469076006638e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
3.060621642842356049e-01 -4.296818219803773264e-04 0.000000000000000000e+00 9.703932900929006511e-01 1.625330021213942100e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
2.173666831332450866e-01 -1.168525181578367912e-03 0.000000000000000000e+00 -4.945863809216957674e-02 2.485310883389541647e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
3.280179033240354647e-01 -2.160019699644025876e-04 0.000000000000000000e+00 -9.866983387634729041e-01 1.479732672766639556e+00 0.000000000000000000e+00 0.21 2.54869165789863 3.02
