1.024888709133469300e+00 1.815452643014814956e-04 0.000000000000000000e+00 9.828834521219968756e-02 1.099275515050339158e-01 0.000000000000000000e+00
-1.791732014205374757e+00 1.340603420227317460e-03 0.000000000000000000e+00 1.039223534683720029e-01 1.148831529933874052e+00 0.000000000000000000e+00
-1.312203462552519184e+00 1.600459325330069564e-03 0.000000000000000000e+00 -2.475581024197793800e-01 4.345823233121693940e-01 0.000000000000000000e+00
-1.832847999692978291e+00 -4.430008727138792790e-03 0.000000000000000000e+00 -6.662498629793686677e-02 1.204232694785680735e+00 0.000000000000000000e+00
-1.647856054990880281e+00 -4.442506436625123789e-04 0.000000000000000000e+00 1.637911930560499718e-01 9.520388655280593859e-01 0.000000000000000000e+00
-1.656277231252353044e+00 -4.042455015787774220e-03 0.000000000000000000e+00 -1.624912522274004067e-01 9.635704896970509470e-01 0.000000000000000000e+00
-1.840615468624478446e+00 -1.948410561218333337e-03 0.000000000000000000e+00 6.284058198079496560e-02 1.214323547534265746e+00 0.000000000000000000e+00
-1.355113635241624204e+00 1.668582493428997365e-03 0.000000000000000000e+00 2.497397868788082953e-01 5.039469485719314523e-01 0.000000000000000000e+00
-1.776815618250076056e+00 -5.541215433127522072e-03 0.000000000000000000e+00 -1.230434031715957888e-01 1.127670127586672510e+00 0.000000000000000000e+00
-2.000673662178450218e+00 5.836864281318590586e-03 0.000000000000000000e+00 3.198065766480104322e-02 1.416132098992954891e+00 0.000000000000000000e+00
-1.901519274434834816e+00 2.145835716961173173e-03 0.000000000000000000e+00 1.218470048556132418e-01 1.287163625719472293e+00 0.000000000000000000e+00
-1.679316566537487176e+00 4.109055359041657862e-03 0.000000000000000000e+00 2.204035741790251746e-01 9.831458033966251620e-01 0.000000000000000000e+00
-1.179189293263999794e+00 -7.277658020507428872e-04 0.000000000000000000e+00 2.350076005239201682e-01 1.883701220212664340e-01 0.000000000000000000e+00
-1.157951908410165709e+00 -6.256483527757629448e-04 0.000000000000000000e+00 -2.237882835590914443e-01 1.486901226604786797e-01 0.000000000000000000e+00
-1.676561707905466658e+00 4.124165542068822937e-03 0.000000000000000000e+00 -2.164397379332034521e-01 9.803160999655907704e-01 0.000000000000000000e+00
-1.899923538643153886e+00 5.061104619984949093e-03 0.000000000000000000e+00 -1.179914158999921525e-01 1.285515712529029297e+00 0.000000000000000000e+00
-1.999803107647711631e+00 1.422989945357860941e-04 0.000000000000000000e+00 -2.864998568245887001e-02 1.415116786901675638e+00 0.000000000000000000e+00
-1.756349590476490974e+00 4.117844090859752726e-04 0.000000000000000000e+00 1.245531471897159126e-01 1.100931093879423894e+00 0.000000000000000000e+00
-1.442069115319905448e+00 1.358477337307793104e-03 0.000000000000000000e+00 -2.364471307866524152e-01 6.439329681442016451e-01 0.000000000000000000e+00
-1.847980781724154919e+00 5.729344345673249503e-03 0.000000000000000000e+00 -2.748923265041207376e-02 1.225005117297008894e+00 0.000000000000000000e+00
-1.618492270087071194e+00 3.511917543635121545e-03 0.000000000000000000e+00 1.879924434868211480e-01 9.077358170037435059e-01 0.000000000000000000e+00
-1.662712029789358059e+00 -8.193102783136743672e-04 0.000000000000000000e+00 -1.683625909726189085e-01 9.711839130327339920e-01 0.000000000000000000e+00
-1.851302712223169777e+00 -5.023703613300697576e-03 0.000000000000000000e+00 4.204794221997151804e-02 1.228806608473364204e+00 0.000000000000000000e+00
-1.431512505843290484e+00 8.523694873945435180e-04 0.000000000000000000e+00 2.415530750050851605e-01 6.261806950381174630e-01 0.000000000000000000e+00
-1.753680175874808622e+00 -2.390446096853376945e-04 0.000000000000000000e+00 -1.325867558218620235e-01 1.096516169146571240e+00 0.000000000000000000e+00
-1.914346405567739495e+00 -2.151037184928069994e-03 0.000000000000000000e+00 4.350682392284507122e-02 1.308298443694829949e+00 0.000000000000000000e+00
-1.674908611630764099e+00 4.135569699240664032e-03 0.000000000000000000e+00 1.986775038976783536e-01 9.818513171811052986e-01 0.000000000000000000e+00
-1.454923944246235390e+00 -9.219894404256280540e-04 0.000000000000000000e+00 -2.518682625638008488e-01 6.573463334410949432e-01 0.000000000000000000e+00
-1.853067664206538900e+00 1.727663083577711534e-04 0.000000000000000000e+00 -1.065560621606099767e-01 1.227137900779194490e+00 0.000000000000000000e+00
-1.979716234155589838e+00 -5.471402699514585355e-04 0.000000000000000000e+00 2.184888793675367202e-02 1.390364074636372127e+00 0.000000000000000000e+00
-1.861168856452340981e+00 3.713135797091614287e-03 0.000000000000000000e+00 1.346349803872143314e-01 1.234705704824693218e+00 0.000000000000000000e+00
-1.559336682358525072e+00 -3.422196304010485801e-04 0.000000000000000000e+00 2.433969219469568346e-01 8.117702684643341993e-01 0.000000000000000000e+00
-1.485745928966734297e+00 -2.958746680586477312e-03 0.000000000000000000e+00 -2.586493829659669563e-01 7.005461827179824130e-01 0.000000000000000000e+00
-1.830618348863731315e+00 3.169936123949858558e-03 0.000000000000000000e+00 -1.470226951333062360e-01 1.194217148643083704e+00 0.000000000000000000e+00
-1.969156459224298938e+00 -2.997031073935271794e-03 0.000000000000000000e+00 -3.990389441781452828e-02 1.376852924073276530e+00 0.000000000000000000e+00
-1.727635856276333204e+00 4.281508829431235341e-04 0.000000000000000000e+00 1.328074688218830735e-01 1.062457444409284246e+00 0.000000000000000000e+00
-1.527978565010137180e+00 2.082700565845117119e-03 0.000000000000000000e+00 -2.129621580394920888e-01 7.761295398123807532e-01 0.000000000000000000e+00
-1.842195284550324885e+00 2.310793395407517714e-05 0.000000000000000000e+00 8.152010893219249765e-03 1.217928826915883000e+00 0.000000000000000000e+00
-1.476018386130704796e+00 2.819802295041477086e-03 0.000000000000000000e+00 2.286418330154802447e-01 6.967423996857962099e-01 0.000000000000000000e+00
-1.749006091644249139e+00 -3.837512598773004657e-03 0.000000000000000000e+00 -1.229633717866322890e-01 1.091557043456905962e+00 0.000000000000000000e+00
1.060776093974693968e+00 -2.684874700413389468e-04 0.000000000000000000e+00 1.293133198792289495e-01 6.367620210996177699e-02 0.000000000000000000e+00
-2.231089668310855423e+00 4.743724167669716163e-03 0.000000000000000000e+00 -2.966593041215058457e-02 1.696286651735144257e+00 0.000000000000000000e+00
-2.183052465016303678e+00 -4.548785465776417070e-03 0.000000000000000000e+00 -1.022846440875644081e-01 1.635691667129943294e+00 0.000000000000000000e+00
-2.051100392612339007e+00 3.080099854094943412e-03 0.000000000000000000e+00 -1.671930816559759614e-01 1.469088015622874277e+00 0.000000000000000000e+00
-1.836304105879793980e+00 -1.635061351947381114e-04 0.000000000000000000e+00 -2.416110898015362829e-01 1.186107686340149847e+00 0.000000000000000000e+00
-1.507328210024997395e+00 3.026323486884658492e-03 0.000000000000000000e+00 -3.006005981435351249e-01 7.159785304721406618e-01 0.000000000000000000e+00
-1.480790858418516542e+00 1.385693489789151635e-03 0.000000000000000000e+00 3.044828397446706636e-01 6.743557794384429371e-01 0.000000000000000000e+00
-1.821949597140835708e+00 -1.924779818673769127e-03 0.000000000000000000e+00 2.441181577696504568e-01 1.166921703727763049e+00 0.000000000000000000e+00
-2.040692019416520786e+00 2.273870197747156208e-03 0.000000000000000000e+00 1.753243600834781257e-01 1.455271809862052734e+00 0.000000000000000000e+00
-2.178124947935879074e+00 -1.832470757268875317e-03 0.000000000000000000e+00 1.011144972853001145e-01 1.629813939873216766e+00 0.000000000000000000e+00
-2.231200805806456078e+00 -6.603630612381256038e-03 0.000000000000000000e+00 3.145175625596426106e-02 1.696393554092600064e+00 0.000000000000000000e+00
-1.862569098634545561e+00 3.293917542603764376e-03 0.000000000000000000e+00 9.178605261026615003e-02 1.240405912317834813e+00 0.000000000000000000e+00
-1.475864845740210374e+00 8.248044471709497366e-04 0.000000000000000000e+00 2.459126390632923043e-01 6.906070924264913202e-01 0.000000000000000000e+00
-1.681058387673904253e+00 2.675987574236489419e-03 0.000000000000000000e+00 -1.880439206225327231e-01 9.921741101300494137e-01 0.000000000000000000e+00
-1.910873425443187612e+00 -3.463602085770636774e-03 0.000000000000000000e+00 -3.244986226809870589e-02 1.304265464849555078e+00 0.000000000000000000e+00
-1.765987153481880512e+00 -1.386604040579109132e-05 0.000000000000000000e+00 1.400704520773460027e-01 1.111610906442392466e+00 0.000000000000000000e+00
-1.343412119702150687e+00 -2.047414384583345209e-03 0.000000000000000000e+00 -2.543887474620345479e-01 4.826026978616402285e-01 0.000000000000000000e+00
-1.837314112808518196e+00 1.244013464449567757e-03 0.000000000000000000e+00 -9.030758413381972938e-02 1.208382812222926983e+00 0.000000000000000000e+00
1.019515443155177614e+00 5.111710564756912455e-04 0.000000000000000000e+00 -7.063597338061590458e-02 1.434975442485955655e-01 0.000000000000000000e+00
-1.143252019623930416e+00 2.191110807355277704e-04 0.000000000000000000e+00 9.781607089985316916e-02 2.258627297634880626e-01 0.000000000000000000e+00
-1.142862569690885399e+00 -8.030581202965580284e-04 0.000000000000000000e+00 -1.197127104529365771e-01 2.143753768391371550e-01 0.000000000000000000e+00
-1.230657170514362964e+00 -1.657456487578343879e-03 0.000000000000000000e+00 6.915485016751128644e-02 3.728572218577024255e-01 0.000000000000000000e+00
