6.950800486357722185e-01 2.179965050944695365e-06 0.000000000000000000e+00 3.061865200269171527e-01 1.354077393964768228e-01 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.149938761710303570e-01 -4.604376278868665875e-05 0.000000000000000000e+00 -6.147898485383736233e-02 2.467026833060142810e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
6.193136418296276702e-01 -2.482774097150794446e-06 0.000000000000000000e+00 5.160676264134304025e-01 3.124327620597018851e-01 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.150411025842803581e-01 -4.961533852214025653e-05 0.000000000000000000e+00 -1.262524761583068145e-01 2.464151599583320973e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
5.613743692733883517e-01 2.179614301317436137e-05 0.000000000000000000e+00 6.415169539667171517e-01 4.656588628762276527e-01 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.153224107921379860e-01 1.267882709332646129e-05 0.000000000000000000e+00 -1.967009172351587010e-01 2.457089448094623929e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
5.115612516428393874e-01 -2.636524825371487635e-05 0.000000000000000000e+00 7.378384157038195834e-01 6.140060723288238709e-01 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.160901767464249446e-01 1.096704811619822993e-04 0.000000000000000000e+00 -2.734990728244884872e-01 2.443067369966710700e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
4.674297481393053233e-01 2.650417411297848608e-05 0.000000000000000000e+00 8.155073311449256845e-01 7.627610479600956950e-01 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.176467879823996698e-01 -5.993864397589219149e-05 0.000000000000000000e+00 -3.540743617999723147e-01 2.419222099582058139e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
4.279894706603635246e-01 -9.109980885259636807e-06 0.000000000000000000e+00 8.778270373448739949e-01 9.136453995780127180e-01 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.201653355814330859e-01 -2.527603933735311087e-05 0.000000000000000000e+00 -4.398295726652770021e-01 2.383435296698011463e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
3.931097783133741808e-01 -5.505627709900817734e-06 0.000000000000000000e+00 9.246039336203557557e-01 1.065771018447791985e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.238473509482454549e-01 7.686572685687217965e-05 0.000000000000000000e+00 -5.274123207212442210e-01 2.334219058311499673e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
3.625653691775808651e-01 5.144556701117044412e-05 0.000000000000000000e+00 9.554197098274765931e-01 1.217728015265364672e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.289028205462629306e-01 7.602117934795565857e-05 0.000000000000000000e+00 -6.130000290610601033e-01 2.270758658636519822e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
3.359816290482051659e-01 5.861755320440108219e-05 0.000000000000000000e+00 9.703796779135676065e-01 1.367954204031656795e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
2.355223477991960079e-01 -4.938244980230103304e-05 0.000000000000000000e+00 -6.937658636491645936e-01 2.192899464809372923e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
3.130099760010216503e-01 -1.100444285586765075e-05 0.000000000000000000e+00 9.696368479403856266e-01 1.514602185214106722e+00 0.000000000000000000e+00 0.215 2.46774020114129 3.24832
